t,robot_0,robot_1,robot_2,robot_3,robot_4,robot_5,robot_6,robot_7,robot_8,robot_9,robot_10,robot_11,robot_12,robot_13,robot_14
15060,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15120,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15180,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15240,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15300,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15360,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15420,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15480,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15540,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15600,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15660,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15720,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15780,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15840,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15900,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
15960,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
16020,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
16080,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
16140,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_4_0,WS_0_0,WS_0_0,WS_0_0,WS_0_0
